"address","dateOfPosting","status","numberOfLikes","numberOfBathroom","numberOfBedroom","homeValue","sqft","streetName","cityName","stateName","zipCode","homeImage"
"184 Cartwright Park","2018-07-14T14:00:45.579Z","FOR SALE",73,0,1,2770010,3934,"0782 Fred Lock","Rockville","MD",20857,"hi"
"185 Cartwright Park","2018-05-03T08:37:30.299Z","SOLD",44,4,3,1665238,3437,"662 Batz Lakes","Rockville","MD",20854,"hi"
"186 Cartwright Park","2018-05-11T06:01:38.495Z","FOR RENT",113,4,10,1448099,2766,"3750 Conroy Springs","Rockville","MD",20854,"hi"
"187 Cartwright Park","2018-10-23T20:05:04.080Z","OFF MARKET",83,1,5,3973419,2964,"413 Willms Fields","Rockville","MD",20857,"hi"
"188 Cartwright Park","2018-06-09T05:54:22.729Z","SOLD",156,2,5,1195335,2888,"101 Heathcote Isle","Rockville","MD",20857,"hi"
"189 Cartwright Park","2018-09-04T02:09:05.778Z","OFF MARKET",10,2,6,106832,645,"3847 McCullough Plaza","Rockville","MD",20847,"hi"
"190 Cartwright Park","2018-06-04T05:22:43.526Z","AUCTION",162,2,9,1568892,322,"41419 Fritsch Well","Rockville","MD",20848,"hi"
"191 Cartwright Park","2018-08-30T09:04:27.092Z","FOR SALE",179,1,0,3729977,3448,"5605 Wolff Greens","Rockville","MD",20847,"hi"
"192 Cartwright Park","2018-08-27T11:34:16.008Z","FOR RENT",106,0,6,1323615,3780,"85720 Rosalyn Walks","Rockville","MD",20852,"hi"
"193 Cartwright Park","2018-05-25T09:51:21.546Z","SOLD",116,3,4,1968632,3689,"6077 Macejkovic Rest","Rockville","MD",20850,"hi"
"194 Cartwright Park","2018-05-27T12:50:16.899Z","SOLD",170,3,1,2523598,3993,"174 Witting Circle","Rockville","MD",20857,"hi"
"195 Cartwright Park","2018-10-03T06:32:40.008Z","FOR SALE",199,2,4,3897135,2187,"6920 Serenity Haven","Rockville","MD",20851,"hi"
"196 Cartwright Park","2018-05-09T23:30:55.127Z","FORECLOSURE",19,1,1,281734,3104,"18053 Miller Fork","Rockville","MD",20847,"hi"
"197 Cartwright Park","2018-07-05T21:48:45.569Z","AUCTION",134,3,2,1921975,1824,"293 Lubowitz Islands","Rockville","MD",20852,"hi"
"198 Cartwright Park","2018-09-11T13:41:17.142Z","SOLD",44,2,0,2903183,737,"879 Heathcote Village","Rockville","MD",20857,"hi"
"199 Cartwright Park","2018-10-07T04:53:59.200Z","OFF MARKET",161,4,10,1323210,3948,"818 Donnie Burgs","Rockville","MD",20857,"hi"
"200 Cartwright Park","2018-05-17T11:41:22.131Z","AUCTION",20,4,2,3138926,3157,"992 Bartell Junctions","Rockville","MD",20847,"hi"
"201 Cartwright Park","2018-09-02T02:35:43.120Z","SOLD",3,1,7,2761846,2158,"15653 Rippin Courts","Rockville","MD",20850,"hi"
"202 Cartwright Park","2018-07-25T13:49:49.569Z","SOLD",176,2,3,1747999,3394,"3041 Roberts Forks","Rockville","MD",20849,"hi"
"203 Cartwright Park","2018-07-10T17:59:10.522Z","FORECLOSURE",176,4,0,502324,2651,"61832 Martina Rapids","Rockville","MD",20857,"hi"
"204 Cartwright Park","2018-09-26T14:17:56.284Z","FORECLOSURE",38,4,5,3153624,1881,"10045 Windler Light","Rockville","MD",20853,"hi"
"205 Cartwright Park","2018-07-09T10:32:17.866Z","FOR SALE",49,4,1,3343153,2457,"356 Bradtke Run","Rockville","MD",20853,"hi"
"206 Cartwright Park","2018-05-23T14:24:31.422Z","FOR SALE",30,2,9,2270852,1049,"0455 Delores Rest","Rockville","MD",20854,"hi"
"207 Cartwright Park","2018-09-02T17:34:24.341Z","AUCTION",146,2,4,2404880,3017,"53946 Koepp Tunnel","Rockville","MD",20849,"hi"
"208 Cartwright Park","2018-09-17T08:06:42.877Z","FOR RENT",38,3,6,3455418,3207,"89890 Roosevelt Spur","Rockville","MD",20852,"hi"
"209 Cartwright Park","2018-08-11T04:43:16.760Z","FOR SALE",50,3,0,1142191,2467,"207 Rogers Fords","Rockville","MD",20849,"hi"
"210 Cartwright Park","2018-07-29T15:03:26.570Z","FOR SALE",12,3,10,2596986,1007,"80693 Daphne Underpass","Rockville","MD",20848,"hi"
"211 Cartwright Park","2018-09-18T20:03:33.669Z","FORECLOSURE",47,1,0,3993318,3635,"253 Hudson Squares","Rockville","MD",20877,"hi"
"212 Cartwright Park","2018-06-27T12:00:35.576Z","FORECLOSURE",176,0,9,1814877,1661,"0826 Schultz Key","Rockville","MD",20857,"hi"
"213 Cartwright Park","2018-10-04T16:59:26.133Z","FOR SALE",9,2,6,3344227,1648,"56010 Toy Crossing","Rockville","MD",20853,"hi"
"214 Cartwright Park","2018-07-02T14:27:59.832Z","FOR RENT",82,3,7,1430019,3672,"85925 Sauer Cape","Rockville","MD",20848,"hi"
"215 Cartwright Park","2018-06-17T17:17:14.529Z","AUCTION",1,3,10,424229,2722,"885 Walter Turnpike","Rockville","MD",20853,"hi"
"216 Cartwright Park","2018-06-22T07:34:04.960Z","OFF MARKET",106,3,0,3787835,2686,"6442 Kuhn Villages","Rockville","MD",20853,"hi"
"217 Cartwright Park","2018-08-17T17:24:23.923Z","AUCTION",90,3,2,242786,1623,"77470 Medhurst Port","Rockville","MD",20849,"hi"
"218 Cartwright Park","2018-09-24T09:53:30.294Z","FOR SALE",114,0,10,3102315,2999,"441 Franecki Row","Rockville","MD",20857,"hi"
"219 Cartwright Park","2018-07-04T01:48:09.227Z","FORECLOSURE",174,4,0,2469812,452,"6478 Bednar Station","Rockville","MD",20852,"hi"
"220 Cartwright Park","2018-10-21T10:07:39.338Z","FOR SALE",138,0,7,3824161,2498,"026 Nolan Orchard","Rockville","MD",20854,"hi"
"221 Cartwright Park","2018-09-26T06:15:32.244Z","SOLD",177,1,8,726101,393,"63707 Dietrich Course","Rockville","MD",20853,"hi"
"222 Cartwright Park","2018-05-17T01:15:12.409Z","OFF MARKET",133,1,10,2824270,891,"29641 Cora Canyon","Rockville","MD",20851,"hi"
"223 Cartwright Park","2018-06-13T20:55:13.618Z","FOR RENT",3,1,1,2204848,509,"30309 Ratke Plain","Rockville","MD",20849,"hi"
"224 Cartwright Park","2018-10-14T11:16:54.040Z","FOR SALE",25,4,2,1844353,2479,"7521 Joelle Mill","Rockville","MD",20854,"hi"
"225 Cartwright Park","2018-08-13T00:41:47.350Z","SOLD",137,1,6,3215283,1154,"899 Sipes Ramp","Rockville","MD",20850,"hi"
"226 Cartwright Park","2018-05-11T11:18:09.193Z","AUCTION",92,0,7,2447924,2960,"74390 Madisen Mountain","Rockville","MD",20850,"hi"
"227 Cartwright Park","2018-09-01T00:34:19.137Z","OFF MARKET",176,4,10,417756,3683,"8806 Gislason Rest","Rockville","MD",20877,"hi"
"228 Cartwright Park","2018-09-04T15:53:59.167Z","FORECLOSURE",144,3,5,648256,2666,"722 Harrison Rapid","Rockville","MD",20853,"hi"
"229 Cartwright Park","2018-09-15T15:03:03.349Z","OFF MARKET",84,4,4,239281,2685,"737 Runolfsson Groves","Rockville","MD",20849,"hi"
"230 Cartwright Park","2018-08-26T08:51:05.625Z","SOLD",163,1,9,3018593,705,"01553 Dejah Coves","Rockville","MD",20853,"hi"
"231 Cartwright Park","2018-06-17T06:45:05.387Z","OFF MARKET",82,4,2,3628461,1573,"37561 Sauer Estate","Rockville","MD",20851,"hi"
"232 Cartwright Park","2018-09-10T23:08:29.706Z","SOLD",38,2,1,1306393,1606,"9000 Goodwin Mountains","Rockville","MD",20857,"hi"
"233 Cartwright Park","2018-09-26T15:22:37.850Z","OFF MARKET",166,1,0,3477150,1498,"44263 Baumbach Junctions","Rockville","MD",20853,"hi"
"234 Cartwright Park","2018-09-27T11:25:51.952Z","SOLD",138,3,0,1219906,2731,"8912 Vandervort Light","Rockville","MD",20851,"hi"
"235 Cartwright Park","2018-06-19T12:32:47.798Z","OFF MARKET",192,2,3,1640530,3879,"0262 Kailee Stream","Rockville","MD",20850,"hi"
"236 Cartwright Park","2018-09-09T16:46:00.027Z","AUCTION",44,4,10,1729208,3219,"61005 Jacynthe Vista","Rockville","MD",20850,"hi"
"237 Cartwright Park","2018-07-21T10:52:06.422Z","FOR RENT",173,2,7,901079,3287,"219 Smitham Crossroad","Rockville","MD",20850,"hi"
"238 Cartwright Park","2018-09-03T13:09:45.013Z","SOLD",155,2,9,1509052,470,"7270 Bogisich Crest","Rockville","MD",20853,"hi"
"239 Cartwright Park","2018-09-05T06:44:16.103Z","OFF MARKET",93,0,3,1608917,815,"331 Schmidt Drive","Rockville","MD",20847,"hi"
"240 Cartwright Park","2018-07-10T05:54:43.866Z","FOR RENT",195,1,1,3778426,3489,"602 Donald Harbor","Rockville","MD",20847,"hi"
"241 Cartwright Park","2018-07-18T04:05:51.902Z","FOR SALE",116,0,4,2542972,3748,"73778 Jaskolski Square","Rockville","MD",20849,"hi"
"242 Cartwright Park","2018-07-06T01:54:29.393Z","FORECLOSURE",84,0,8,2257525,2090,"034 Sanford Inlet","Rockville","MD",20852,"hi"
"243 Cartwright Park","2018-09-07T17:47:32.196Z","FOR SALE",128,0,0,3248184,3416,"785 Johnson Inlet","Rockville","MD",20857,"hi"
"244 Cartwright Park","2018-07-06T02:01:15.661Z","OFF MARKET",57,4,1,1707412,3838,"385 Gleichner Shoal","Rockville","MD",20851,"hi"
"245 Cartwright Park","2018-08-03T21:04:54.380Z","FOR SALE",121,2,8,380737,1451,"65430 Pedro Squares","Rockville","MD",20852,"hi"
"246 Cartwright Park","2018-07-02T14:21:21.750Z","FOR SALE",137,3,7,420570,3099,"3454 Ratke Light","Rockville","MD",20857,"hi"
"247 Cartwright Park","2018-06-25T16:13:10.892Z","OFF MARKET",111,1,8,3823860,2690,"95908 Pouros Pike","Rockville","MD",20847,"hi"
"248 Cartwright Park","2018-09-02T01:48:41.155Z","AUCTION",72,1,3,3878763,2166,"56756 Dickens River","Rockville","MD",20851,"hi"
"249 Cartwright Park","2018-10-10T03:20:39.917Z","AUCTION",67,4,7,370627,3276,"181 Sonia Harbor","Rockville","MD",20852,"hi"
"250 Cartwright Park","2018-05-03T15:49:01.613Z","OFF MARKET",174,3,5,567993,2233,"136 Jaqueline Dale","Rockville","MD",20849,"hi"
"251 Cartwright Park","2018-05-05T11:45:36.526Z","FORECLOSURE",120,2,1,2730911,1926,"1890 Margie Harbor","Rockville","MD",20852,"hi"
"252 Cartwright Park","2018-06-07T07:24:27.238Z","FOR RENT",20,1,6,2049955,3695,"5154 Raynor Park","Rockville","MD",20853,"hi"
"253 Cartwright Park","2018-10-14T03:35:35.335Z","FORECLOSURE",172,2,5,945101,3453,"02135 Bednar Spurs","Rockville","MD",20850,"hi"
"254 Cartwright Park","2018-06-15T11:19:32.564Z","FORECLOSURE",146,4,5,1523373,1914,"034 Abshire Place","Rockville","MD",20853,"hi"
"255 Cartwright Park","2018-05-19T23:08:49.438Z","FOR RENT",37,0,8,3096095,2737,"255 Nelle Spur","Rockville","MD",20857,"hi"
"256 Cartwright Park","2018-10-02T19:28:54.234Z","FORECLOSURE",119,0,3,2812517,3934,"8526 Brown Row","Rockville","MD",20854,"hi"
"257 Cartwright Park","2018-05-07T21:00:57.900Z","FOR RENT",150,2,2,1040564,2522,"58263 Ziemann Cape","Rockville","MD",20854,"hi"
"258 Cartwright Park","2018-07-01T09:36:56.329Z","OFF MARKET",9,2,3,1991942,2405,"161 Alysha Radial","Rockville","MD",20857,"hi"
"259 Cartwright Park","2018-08-27T22:57:12.219Z","FOR RENT",109,2,3,2505491,985,"71972 Monahan Burg","Rockville","MD",20854,"hi"
"260 Cartwright Park","2018-08-11T20:11:50.282Z","SOLD",178,3,6,2695559,372,"278 Heath Bridge","Rockville","MD",20857,"hi"
"261 Cartwright Park","2018-09-13T05:48:13.617Z","FOR SALE",111,0,3,664181,3004,"7520 Rolando Falls","Rockville","MD",20851,"hi"
"262 Cartwright Park","2018-08-11T02:00:54.122Z","FOR RENT",144,0,8,3538653,960,"74467 Brooklyn Forest","Rockville","MD",20854,"hi"
"263 Cartwright Park","2018-08-16T12:15:08.887Z","FOR RENT",184,2,1,1361084,2550,"6883 Kaleb Fords","Rockville","MD",20857,"hi"
"264 Cartwright Park","2018-06-14T18:44:02.370Z","FOR SALE",54,3,6,1270539,491,"21032 Malinda Circles","Rockville","MD",20853,"hi"
"265 Cartwright Park","2018-05-23T13:26:29.511Z","OFF MARKET",102,1,8,3336638,447,"917 Goodwin Port","Rockville","MD",20877,"hi"
"266 Cartwright Park","2018-05-26T10:10:27.532Z","FORECLOSURE",103,4,6,942039,2911,"496 Tyree Port","Rockville","MD",20852,"hi"
"267 Cartwright Park","2018-06-08T22:00:48.810Z","SOLD",112,0,4,223843,2169,"66262 Trent Lights","Rockville","MD",20852,"hi"
"268 Cartwright Park","2018-06-26T23:57:03.850Z","FOR RENT",176,3,5,418513,2022,"24419 Darrin Spring","Rockville","MD",20854,"hi"
"269 Cartwright Park","2018-10-11T23:32:25.340Z","FORECLOSURE",13,0,7,2460030,1384,"183 Gusikowski Avenue","Rockville","MD",20854,"hi"
"270 Cartwright Park","2018-09-10T20:38:41.819Z","FOR RENT",108,3,10,570743,1975,"660 Hodkiewicz Square","Rockville","MD",20877,"hi"
"271 Cartwright Park","2018-10-12T22:57:09.520Z","OFF MARKET",173,1,6,194005,3879,"481 Erling Radial","Rockville","MD",20877,"hi"
"272 Cartwright Park","2018-06-22T23:06:42.824Z","AUCTION",152,1,2,1021232,3093,"8443 Petra Canyon","Rockville","MD",20854,"hi"
"273 Cartwright Park","2018-05-28T07:32:24.692Z","OFF MARKET",96,2,4,1781375,2411,"8853 Dickinson Street","Rockville","MD",20850,"hi"
"274 Cartwright Park","2018-10-19T01:54:55.157Z","FOR RENT",128,1,10,1350272,1385,"950 Avery Drive","Rockville","MD",20849,"hi"
"275 Cartwright Park","2018-06-11T11:12:28.317Z","FORECLOSURE",83,3,4,278079,1758,"204 Sporer Shoals","Rockville","MD",20848,"hi"
"276 Cartwright Park","2018-05-27T15:10:38.489Z","FOR RENT",184,4,8,1082251,2525,"04051 Clarabelle Trace","Rockville","MD",20850,"hi"
"277 Cartwright Park","2018-07-17T11:30:01.078Z","SOLD",194,3,5,3468291,2400,"66744 Braun Union","Rockville","MD",20851,"hi"
"278 Cartwright Park","2018-08-31T16:58:05.938Z","FOR SALE",14,3,3,3252686,2589,"5923 Fay Highway","Rockville","MD",20877,"hi"
"279 Cartwright Park","2018-06-03T09:01:19.859Z","FOR SALE",25,4,10,2367495,897,"14775 Goyette Forge","Rockville","MD",20851,"hi"
"280 Cartwright Park","2018-10-23T15:55:19.952Z","AUCTION",131,0,2,1121598,826,"87407 Mosciski Shoal","Rockville","MD",20852,"hi"
"281 Cartwright Park","2018-06-16T15:56:51.132Z","SOLD",138,1,1,246456,3574,"25340 Treutel Heights","Rockville","MD",20850,"hi"
"282 Cartwright Park","2018-05-26T20:22:30.507Z","FORECLOSURE",28,4,3,2303357,2816,"720 Reid Crescent","Rockville","MD",20853,"hi"
"283 Cartwright Park","2018-09-01T21:21:41.670Z","SOLD",189,1,0,2446524,2498,"6788 Walsh Centers","Rockville","MD",20850,"hi"
"284 Cartwright Park","2018-07-05T23:58:03.357Z","FORECLOSURE",66,2,6,993736,496,"022 Yasmine Underpass","Rockville","MD",20852,"hi"
"285 Cartwright Park","2018-07-31T21:55:40.750Z","FOR SALE",166,2,3,432546,935,"76451 Kirstin Plaza","Rockville","MD",20852,"hi"
"286 Cartwright Park","2018-07-14T05:30:14.469Z","OFF MARKET",39,4,6,2307457,1750,"3839 Alexandrine Run","Rockville","MD",20851,"hi"
"287 Cartwright Park","2018-05-11T05:58:58.438Z","AUCTION",61,2,9,3788510,880,"01191 River Meadow","Rockville","MD",20852,"hi"
"288 Cartwright Park","2018-09-03T03:47:09.979Z","AUCTION",75,0,7,170134,2755,"732 Keely Mission","Rockville","MD",20849,"hi"
"289 Cartwright Park","2018-07-11T19:54:39.047Z","FOR RENT",110,0,0,2358979,2013,"29402 Jessie Landing","Rockville","MD",20857,"hi"
"290 Cartwright Park","2018-06-21T21:43:25.273Z","OFF MARKET",59,0,3,2415642,885,"593 Kara Mountain","Rockville","MD",20849,"hi"
"291 Cartwright Park","2018-10-11T07:15:21.937Z","AUCTION",63,0,2,2688089,683,"574 Jennyfer Lodge","Rockville","MD",20849,"hi"
"292 Cartwright Park","2018-05-11T00:14:05.281Z","FOR RENT",125,1,1,737146,1100,"8354 Denesik Gardens","Rockville","MD",20854,"hi"
"293 Cartwright Park","2018-10-20T16:40:02.742Z","FOR RENT",24,4,4,118479,3260,"5073 Aufderhar Knoll","Rockville","MD",20877,"hi"
"294 Cartwright Park","2018-09-10T03:58:38.500Z","OFF MARKET",30,3,2,1602332,1771,"313 Tremblay Highway","Rockville","MD",20848,"hi"
"295 Cartwright Park","2018-10-04T06:01:11.608Z","FOR RENT",114,3,3,628840,1856,"426 McClure Lodge","Rockville","MD",20851,"hi"
"296 Cartwright Park","2018-07-04T16:25:20.791Z","FOR SALE",180,4,9,505050,1371,"32613 Rodrick Tunnel","Rockville","MD",20854,"hi"
"297 Cartwright Park","2018-10-03T19:30:51.664Z","FOR SALE",190,3,3,854836,312,"9191 Monroe Loaf","Rockville","MD",20853,"hi"
"298 Cartwright Park","2018-08-21T16:39:27.215Z","SOLD",44,0,4,1278315,1269,"22122 Reynolds Dam","Rockville","MD",20848,"hi"
"299 Cartwright Park","2018-10-01T04:45:28.743Z","OFF MARKET",26,0,4,2907816,1134,"4153 Stephen Field","Rockville","MD",20852,"hi"
"300 Cartwright Park","2018-06-03T11:39:04.060Z","OFF MARKET",8,2,4,1676931,2209,"9560 Rippin Orchard","Rockville","MD",20852,"hi"
"301 Cartwright Park","2018-05-23T18:26:02.946Z","FORECLOSURE",31,4,5,156683,2574,"80677 Julianne Parks","Rockville","MD",20853,"hi"
"302 Cartwright Park","2018-08-24T05:11:14.735Z","FOR SALE",50,1,8,1488280,2162,"1895 Moore Plaza","Rockville","MD",20857,"hi"
"303 Cartwright Park","2018-07-10T21:05:56.377Z","FOR SALE",200,0,5,190897,3519,"5005 Sauer Drive","Rockville","MD",20851,"hi"
"304 Cartwright Park","2018-05-16T08:05:34.995Z","AUCTION",109,3,2,1676152,1055,"7330 Greenholt Stravenue","Rockville","MD",20852,"hi"
"305 Cartwright Park","2018-07-14T22:13:28.338Z","SOLD",126,3,7,3077659,2648,"019 Miles Estates","Rockville","MD",20848,"hi"
"306 Cartwright Park","2018-10-02T12:36:49.522Z","FOR SALE",13,1,2,1268923,3290,"7170 Rasheed Gateway","Rockville","MD",20854,"hi"
"307 Cartwright Park","2018-07-26T06:22:08.358Z","OFF MARKET",65,3,9,1982685,447,"49792 Runolfsdottir Keys","Rockville","MD",20850,"hi"
"308 Cartwright Park","2018-09-19T06:36:34.893Z","OFF MARKET",155,0,5,2429791,1557,"55528 Swaniawski Park","Rockville","MD",20852,"hi"
"309 Cartwright Park","2018-08-14T18:27:41.729Z","FORECLOSURE",66,0,8,2203235,3020,"6103 Hildegard Estate","Rockville","MD",20854,"hi"
"310 Cartwright Park","2018-06-06T14:40:18.538Z","FOR SALE",96,4,0,1354926,1646,"68834 Feeney Station","Rockville","MD",20852,"hi"
"311 Cartwright Park","2018-06-02T19:28:06.490Z","FORECLOSURE",120,4,5,1032901,3022,"2125 Breitenberg Landing","Rockville","MD",20857,"hi"
"312 Cartwright Park","2018-09-28T16:35:17.927Z","FOR SALE",39,3,1,2886113,2067,"79941 Kovacek River","Rockville","MD",20857,"hi"
"313 Cartwright Park","2018-07-05T22:55:01.972Z","FORECLOSURE",162,3,3,1031333,1732,"09848 Mayert Motorway","Rockville","MD",20847,"hi"
"314 Cartwright Park","2018-09-08T20:59:44.675Z","FORECLOSURE",156,2,7,2918699,2223,"432 Don Forges","Rockville","MD",20849,"hi"
"315 Cartwright Park","2018-05-21T10:49:53.838Z","OFF MARKET",37,3,9,1853857,930,"655 Sabrina Gateway","Rockville","MD",20849,"hi"
"316 Cartwright Park","2018-06-14T09:49:23.952Z","AUCTION",122,2,10,2877847,796,"0229 Kuhic Alley","Rockville","MD",20849,"hi"
"317 Cartwright Park","2018-08-17T11:50:45.873Z","FOR SALE",194,1,4,2779440,2268,"812 Jerde Falls","Rockville","MD",20853,"hi"
"318 Cartwright Park","2018-10-09T22:12:36.973Z","SOLD",107,0,8,1498115,959,"09646 Treutel Vista","Rockville","MD",20853,"hi"
"319 Cartwright Park","2018-08-25T04:32:19.672Z","FOR RENT",56,2,9,2079573,2192,"000 Rosalind Station","Rockville","MD",20851,"hi"
"320 Cartwright Park","2018-07-27T09:56:02.465Z","AUCTION",0,4,1,2405236,678,"3940 Schmidt Springs","Rockville","MD",20852,"hi"
"321 Cartwright Park","2018-07-24T16:52:21.897Z","FOR SALE",154,2,3,1491170,2507,"1739 Sabrina Creek","Rockville","MD",20847,"hi"
"322 Cartwright Park","2018-10-15T09:33:26.120Z","FOR RENT",194,1,6,3907138,1850,"126 Rozella Lock","Rockville","MD",20852,"hi"
"323 Cartwright Park","2018-07-19T16:36:15.889Z","FORECLOSURE",131,2,6,2971932,1644,"5491 Halvorson Centers","Rockville","MD",20847,"hi"
"324 Cartwright Park","2018-07-10T10:02:09.094Z","FOR RENT",165,4,10,3438224,2089,"4672 Claudia Squares","Rockville","MD",20853,"hi"
"325 Cartwright Park","2018-08-04T01:35:02.546Z","AUCTION",43,3,2,328656,433,"0782 Reynolds Turnpike","Rockville","MD",20851,"hi"
"326 Cartwright Park","2018-06-05T00:18:17.410Z","SOLD",111,0,3,3207257,2391,"4020 Mills Shoal","Rockville","MD",20851,"hi"
"327 Cartwright Park","2018-05-30T13:38:09.063Z","FOR RENT",126,2,5,900418,632,"44379 Gorczany Vista","Rockville","MD",20877,"hi"
"328 Cartwright Park","2018-08-29T05:28:21.508Z","SOLD",11,2,6,2979748,1939,"7483 Heller Forge","Rockville","MD",20851,"hi"
"329 Cartwright Park","2018-10-21T16:01:39.910Z","FOR SALE",25,3,3,1512311,2024,"4101 Reynold Summit","Rockville","MD",20857,"hi"
"330 Cartwright Park","2018-07-18T07:47:09.514Z","SOLD",62,4,7,1451267,1568,"31312 Shanie Creek","Rockville","MD",20852,"hi"
"331 Cartwright Park","2018-05-12T12:49:52.791Z","SOLD",88,3,9,3238601,3224,"5189 Davon Meadow","Rockville","MD",20854,"hi"
"332 Cartwright Park","2018-06-17T05:53:42.609Z","FOR SALE",77,2,6,2389414,2117,"58305 Dustin Groves","Rockville","MD",20851,"hi"
"333 Cartwright Park","2018-06-01T19:50:42.354Z","FOR RENT",98,3,10,2469704,2533,"75964 Cronin Ford","Rockville","MD",20851,"hi"
"334 Cartwright Park","2018-06-04T03:16:53.888Z","SOLD",142,1,5,3469843,3481,"67278 Jakubowski Circles","Rockville","MD",20877,"hi"
"335 Cartwright Park","2018-08-23T12:55:41.113Z","FOR SALE",161,4,9,3921835,3986,"97754 Windler Rapids","Rockville","MD",20848,"hi"
"336 Cartwright Park","2018-08-02T09:19:10.171Z","FOR RENT",179,0,9,1416872,3640,"2845 Janiya Spur","Rockville","MD",20854,"hi"
"337 Cartwright Park","2018-10-06T19:07:31.456Z","FORECLOSURE",4,0,6,1194190,663,"897 Estefania Lakes","Rockville","MD",20850,"hi"
"338 Cartwright Park","2018-09-10T15:48:30.297Z","FORECLOSURE",43,1,0,3663779,2436,"49706 Maggie Summit","Rockville","MD",20877,"hi"
"339 Cartwright Park","2018-07-06T03:27:57.424Z","FOR SALE",79,3,5,1197894,2561,"25510 Maybelle Greens","Rockville","MD",20850,"hi"
"340 Cartwright Park","2018-10-06T19:31:52.643Z","FOR SALE",194,0,5,3683352,1426,"62094 Donnelly Bypass","Rockville","MD",20848,"hi"
"341 Cartwright Park","2018-08-13T13:03:33.892Z","FOR RENT",14,4,0,816277,3988,"2972 Beier Summit","Rockville","MD",20853,"hi"
"342 Cartwright Park","2018-08-02T03:42:00.327Z","FOR RENT",67,4,2,3434155,3925,"6347 Roberto Curve","Rockville","MD",20848,"hi"
"343 Cartwright Park","2018-06-14T15:01:04.020Z","OFF MARKET",175,0,8,2592378,1729,"91783 Swaniawski Rapids","Rockville","MD",20849,"hi"
"344 Cartwright Park","2018-09-01T01:26:47.520Z","AUCTION",137,0,0,3576365,3247,"173 Camille Freeway","Rockville","MD",20854,"hi"
"345 Cartwright Park","2018-05-28T21:30:53.912Z","FOR SALE",106,2,2,619019,1233,"97388 Lowell Locks","Rockville","MD",20857,"hi"
"346 Cartwright Park","2018-06-23T22:13:41.912Z","FORECLOSURE",167,0,10,3044958,517,"9748 Brandyn Underpass","Rockville","MD",20850,"hi"
"347 Cartwright Park","2018-10-22T14:09:42.044Z","SOLD",105,2,10,257982,2352,"3679 Krajcik Centers","Rockville","MD",20852,"hi"
"348 Cartwright Park","2018-05-01T17:06:39.208Z","FORECLOSURE",77,3,3,1453847,437,"271 Jonas Radial","Rockville","MD",20853,"hi"
